date,day_of_week,rth_close,overnight_return,direction,overnight_range,max_up,max_down,gex_regime,total_gex,gf_dist,s1_dist,r1_dist,lt_sentiment,evening_ret,dead_zone_ret,european_ret,premarket_ret
2025-02-26,Wednesday,21191.25,150.25,UP,278.50,195.25,83.25,negative,-3.37,,177.43,1461.65,BEARISH,-111.75,143.25,42.25,16.75
2025-02-27,Thursday,20608.25,-18.00,DOWN,172.50,79.75,92.75,strong_negative,-5.18,,12.35,2038.18,BEARISH,-32.25,-22.25,62.25,-67.50
2025-03-03,Monday,20473.00,-130.25,DOWN,330.00,119.00,211.00,negative,-4.34,,299.78,2161.35,BULLISH,23.75,8.25,-64.50,-153.50
2025-03-04,Tuesday,20397.50,23.25,UP,250.25,232.25,18.00,negative,-3.74,,9.67,572.84,BULLISH,-21.25,13.50,60.00,-189.00
2025-03-05,Wednesday,20658.00,-347.75,DOWN,348.50,-10.50,359.00,negative,-2.99,,277.61,304.68,BULLISH,-14.25,44.25,-226.25,-98.25
2025-03-06,Thursday,20091.75,-54.25,DOWN,247.25,182.00,65.25,negative,-4.19,1788.64,339.30,2541.26,BULLISH,-40.00,-46.25,69.25,-160.25
2025-03-10,Monday,19463.50,-44.00,DOWN,445.75,121.50,324.25,negative,-4.09,,349.10,3390.68,BULLISH,-135.75,171.25,88.00,-143.75
2025-03-11,Tuesday,19393.00,303.00,UP,401.75,395.75,6.00,negative,-3.76,,-136.42,593.49,BEARISH,64.00,2.00,67.00,150.00
2025-03-12,Wednesday,19609.00,-35.25,DOWN,293.25,85.00,208.25,negative,-2.78,,84.72,372.24,BEARISH,113.25,-219.75,27.50,81.75
2025-03-13,Thursday,19251.50,213.75,UP,236.75,282.00,-45.25,negative,-3.80,,-65.70,3353.74,BULLISH,43.50,52.00,17.50,36.50
2025-03-17,Monday,19831.75,-139.50,DOWN,178.00,26.25,151.75,negative,-2.38,1962.27,113.70,913.28,BEARISH,-0.25,-76.75,72.00,-122.25
2025-03-18,Tuesday,19706.25,82.00,UP,137.50,91.25,46.25,negative,-3.23,,401.21,1652.52,BULLISH,4.75,29.75,-15.75,67.25
2025-03-19,Wednesday,19953.50,-167.00,DOWN,357.50,139.25,218.25,negative,-1.89,,33.05,174.45,BULLISH,82.75,56.50,-32.75,-269.25
2025-03-20,Thursday,19881.25,-224.00,DOWN,330.50,51.50,279.00,negative,-2.80,,177.52,1689.15,BULLISH,-12.25,-35.00,-52.00,-140.75
2025-03-24,Monday,20365.75,35.75,UP,154.50,81.75,72.75,neutral,0.33,-603.80,434.29,603.80,BEARISH,2.00,-13.50,-37.75,97.75
2025-03-25,Tuesday,20487.75,-48.25,DOWN,107.25,49.00,58.25,positive,1.12,1811.60,556.78,107.58,BEARISH,12.00,-64.50,-7.50,-14.00
2025-03-26,Wednesday,20112.50,-84.50,DOWN,144.50,35.25,109.25,negative,-2.14,,181.47,233.76,BULLISH,13.75,55.00,-2.50,-84.25
2025-03-27,Thursday,19994.50,-84.25,DOWN,166.50,17.25,149.25,negative,-2.68,,67.53,223.07,BULLISH,-30.50,11.00,-70.00,4.75
2025-03-31,Monday,19450.00,-69.00,DOWN,227.75,61.00,166.75,negative,-4.10,,366.80,2952.02,BULLISH,-53.00,1.50,110.00,-88.25
2025-04-01,Tuesday,19603.50,-276.25,DOWN,377.50,93.50,284.00,negative,-2.14,,106.02,599.21,BEARISH,44.25,-86.25,-26.75,-202.00
2025-04-02,Wednesday,19746.50,-822.75,DOWN,358.00,-569.50,927.50,strong_negative,-6.19,,686.97,779.15,BEARISH,-142.75,162.75,109.00,-228.00
2025-04-03,Thursday,18685.75,-536.50,DOWN,892.25,27.25,865.00,negative,-4.42,,279.41,891.91,BEARISH,-5.75,-11.25,-53.00,-439.25
2025-04-07,Monday,17560.75,590.00,UP,525.50,609.25,-83.75,negative,-3.37,,168.04,577.36,BULLISH,98.75,-10.00,76.50,326.75
2025-04-08,Tuesday,17239.50,-30.00,DOWN,690.00,185.50,504.50,negative,-2.64,,1081.57,824.24,BEARISH,-226.25,-99.75,454.25,-139.50
2025-04-09,Wednesday,19269.50,-480.00,DOWN,680.00,114.00,566.00,neutral,0.12,-827.58,10.28,413.21,BULLISH,46.75,-160.25,-368.25,5.00
2025-04-10,Thursday,18483.00,-69.50,DOWN,728.00,312.00,416.00,negative,-2.39,,924.73,371.24,BULLISH,-107.75,342.75,-299.75,17.00
2025-04-14,Monday,18942.25,45.00,UP,231.50,98.25,133.25,negative,-1.62,,306.84,1142.58,BULLISH,-51.75,41.00,110.75,-12.25
2025-04-15,Tuesday,18959.50,-374.75,DOWN,356.75,-98.25,455.00,negative,-2.39,2023.86,326.15,709.03,BEARISH,-61.00,-203.75,185.50,-128.75
2025-04-16,Wednesday,18386.75,111.25,UP,307.50,266.00,41.50,negative,-2.99,,1000.60,1690.12,BULLISH,10.75,147.75,-13.75,-40.75
2025-04-21,Monday,17922.25,229.75,UP,307.75,249.25,58.50,negative,-2.75,,545.15,2764.77,BULLISH,89.50,-5.50,116.25,38.00
2025-04-22,Tuesday,18380.00,568.50,UP,348.25,592.00,-243.75,neutral,-0.76,,598.87,434.92,BULLISH,114.75,-21.75,91.00,116.50
2025-04-23,Wednesday,18788.25,87.25,UP,282.25,88.75,193.50,neutral,-0.57,1670.08,181.54,231.94,BEARISH,13.00,-129.50,-81.75,245.50
2025-04-24,Thursday,19319.75,-17.25,DOWN,281.25,177.75,103.50,neutral,0.91,-151.45,105.68,730.21,BEARISH,7.50,-2.00,-8.75,-101.25
2025-04-28,Monday,19524.50,-98.00,DOWN,253.00,106.50,146.50,neutral,0.67,-314.82,314.26,521.48,BULLISH,50.25,4.25,50.00,-155.50
2025-04-29,Tuesday,19644.75,-343.00,DOWN,390.75,-22.00,412.75,neutral,0.67,-396.34,1049.92,396.34,BEARISH,-36.75,-25.00,38.50,-273.00
2025-04-30,Wednesday,19642.50,329.00,UP,230.75,393.25,-162.50,positive,2.29,-355.32,1049.49,396.64,BULLISH,83.25,3.75,61.75,-13.00
2025-05-01,Thursday,19877.75,213.75,UP,391.75,263.50,128.25,positive,1.14,1616.88,1286.36,159.64,BULLISH,7.00,160.50,-78.50,222.00
2025-05-05,Monday,20065.50,-270.00,DOWN,252.75,-28.75,281.50,neutral,0.41,-579.01,246.77,372.57,BEARISH,-6.00,-85.75,-48.75,-78.25
2025-05-06,Tuesday,19875.75,24.00,UP,334.25,258.00,76.25,positive,1.28,-355.75,1295.80,355.75,BULLISH,259.00,-87.75,29.25,-107.25
2025-05-07,Wednesday,19949.25,214.00,UP,351.75,313.25,38.50,neutral,0.64,1910.35,1373.73,277.43,BULLISH,18.50,204.00,70.00,-62.00
2025-05-08,Thursday,20152.25,74.50,UP,208.00,136.50,71.50,positive,1.36,-112.47,341.53,71.20,BULLISH,-17.75,54.25,-19.00,52.75
2025-05-12,Monday,20949.75,54.00,UP,247.75,116.00,131.75,positive,3.58,1146.67,949.47,91.02,BEARISH,-46.00,-47.25,-26.75,168.50
2025-05-13,Tuesday,21270.75,43.75,UP,144.25,111.75,32.50,positive,3.38,2089.06,1685.63,179.74,BEARISH,42.50,24.75,-43.00,40.75
2025-05-14,Wednesday,21397.00,-94.50,DOWN,220.00,15.00,205.00,positive,2.64,1798.79,189.68,264.18,BEARISH,-4.50,-44.25,-116.25,87.25
2025-05-15,Thursday,21419.50,48.25,UP,156.00,85.25,70.75,positive,2.46,795.96,2033.37,28.99,BEARISH,18.25,-28.00,73.00,6.00
2025-05-19,Monday,21523.25,-110.50,DOWN,168.50,39.00,129.50,positive,2.13,1936.12,162.96,125.69,BEARISH,26.25,-120.00,15.50,-21.50
2025-05-20,Tuesday,21447.50,-168.25,DOWN,214.25,-3.50,217.75,positive,1.36,1881.24,-127.11,418.66,BULLISH,16.75,-100.50,-9.00,-43.50
2025-05-21,Wednesday,21149.00,21.75,UP,203.50,94.50,109.00,neutral,-0.39,1979.56,124.45,493.92,BEARISH,0.75,49.50,0.00,-27.25
2025-05-22,Thursday,21183.50,-333.50,DOWN,509.00,52.50,456.50,neutral,-0.28,2061.22,165.48,452.70,BEARISH,-45.00,-25.75,36.00,-336.50
2025-05-26,Monday,21283.50,-24.25,DOWN,218.25,76.25,142.00,,,,,,BEARISH,-46.00,-28.25,105.50,-54.25
2025-05-27,Tuesday,21466.50,38.75,UP,130.50,71.00,59.50,positive,2.62,52.17,2111.24,153.74,BEARISH,-9.25,-18.00,-34.00,85.50
2025-05-28,Wednesday,21372.50,301.25,UP,369.75,486.25,-116.50,positive,4.52,-251.65,366.18,457.59,BULLISH,253.25,38.75,-22.00,-109.00
2025-05-29,Thursday,21411.50,-29.00,DOWN,194.75,9.50,185.25,positive,1.04,2098.67,204.45,207.34,BULLISH,-54.25,70.25,-26.75,23.00
2025-06-02,Monday,21534.25,12.00,UP,158.75,23.75,135.00,positive,2.21,-65.37,2189.34,74.42,BEARISH,-60.75,-30.50,-20.50,103.00
2025-06-03,Tuesday,21704.50,21.00,UP,111.75,62.50,49.25,positive,3.64,2156.75,2362.51,230.13,BEARISH,16.75,-10.25,22.00,7.50
2025-06-04,Wednesday,21757.25,54.75,UP,185.50,140.75,44.75,positive,3.72,2017.09,2419.48,49.17,BEARISH,-3.75,-7.75,56.00,21.50
2025-06-05,Thursday,21586.75,211.25,UP,341.00,225.25,115.75,positive,1.24,2043.69,192.25,630.62,BEARISH,74.50,111.50,3.25,136.25
2025-06-09,Monday,21818.75,17.25,UP,241.25,154.50,86.75,positive,3.28,245.24,112.87,380.45,BULLISH,8.50,-4.00,-16.75,23.75
2025-06-10,Tuesday,21964.50,52.50,UP,240.25,141.50,98.75,positive,4.22,386.97,336.81,238.83,BEARISH,8.00,-72.75,61.00,74.00
2025-06-11,Wednesday,21887.75,-59.00,DOWN,181.00,6.50,174.50,positive,3.07,2165.74,183.60,309.68,BEARISH,-33.25,-10.25,-25.75,29.25
2025-06-12,Thursday,21936.50,-255.75,DOWN,444.75,-20.75,465.50,positive,1.44,2289.91,152.63,258.39,BEARISH,-122.25,-215.75,29.75,82.00
2025-06-16,Monday,22176.00,-113.00,DOWN,181.25,1.25,180.00,positive,1.96,2457.72,403.74,7.06,BEARISH,-159.50,65.50,-17.00,-2.50
2025-06-17,Tuesday,21956.50,36.50,UP,204.00,109.75,94.25,neutral,0.49,797.13,372.93,457.21,BEARISH,-22.25,83.00,43.50,-39.75
2025-06-18,Wednesday,21949.00,-164.75,DOWN,235.50,21.75,213.75,neutral,0.94,2244.95,798.50,228.22,BEARISH,-8.75,-97.00,-25.00,-41.75
2025-06-19,Thursday,21703.00,371.75,UP,357.25,400.00,-42.75,,,,,,BULLISH,138.25,35.25,-57.75,209.00
2025-06-23,Monday,22072.75,213.75,UP,318.75,311.75,7.00,positive,3.20,-134.61,280.48,342.16,BULLISH,158.25,57.25,9.25,-17.00
2025-06-24,Tuesday,22405.50,93.75,UP,127.00,106.00,21.00,positive,3.76,1661.97,615.20,214.91,BEARISH,12.50,1.25,7.50,64.50
2025-06-25,Wednesday,22463.25,89.00,UP,147.25,121.75,25.50,positive,3.43,2162.65,668.13,162.16,BULLISH,3.50,46.25,51.00,-9.75
2025-06-26,Thursday,22673.25,34.00,UP,127.75,114.75,13.00,positive,4.53,2168.88,1919.84,155.50,BEARISH,2.25,30.25,37.50,-41.00
2025-06-30,Monday,22885.50,-83.00,DOWN,159.00,29.25,129.75,positive,3.68,275.24,1519.84,139.62,BULLISH,13.25,-40.50,5.00,-42.75
2025-07-01,Tuesday,22693.00,-39.50,DOWN,199.25,88.25,111.00,positive,1.87,-123.36,1328.59,123.36,BEARISH,14.00,59.50,-59.00,-56.25
2025-07-02,Wednesday,22844.50,87.50,UP,113.50,96.00,17.50,positive,3.26,2232.39,1485.88,380.41,BEARISH,3.75,26.00,-20.00,79.00
2025-07-03,Thursday,23059.00,-140.00,DOWN,180.50,3.50,177.00,positive,4.13,239.20,1495.34,388.87,BULLISH,-24.50,-29.25,-78.50,-7.75
2025-07-07,Monday,22883.25,51.75,UP,164.25,89.50,74.75,positive,2.30,2165.43,1534.50,330.92,BEARISH,36.50,60.25,12.75,-11.00
2025-07-08,Tuesday,22891.75,87.00,UP,135.25,87.00,48.25,positive,2.80,2172.30,1541.33,116.96,BEARISH,-4.75,-26.50,16.25,88.25
2025-07-09,Wednesday,23051.00,21.00,UP,102.25,27.75,74.50,positive,3.98,259.58,1709.95,154.81,BEARISH,-6.75,-42.50,54.00,26.25
2025-07-10,Thursday,23015.00,-100.50,DOWN,217.25,33.75,183.50,positive,3.46,2098.53,1675.05,189.61,BEARISH,32.50,-103.00,-39.00,11.00
2025-07-14,Monday,23034.25,165.75,UP,223.00,184.75,38.25,positive,2.38,2129.09,132.08,157.82,BULLISH,-22.75,135.25,9.25,44.00
2025-07-15,Tuesday,23052.25,22.25,UP,156.00,32.75,123.25,positive,2.10,492.28,151.88,138.00,BEARISH,-4.50,-7.00,-4.00,72.25
2025-07-16,Wednesday,23074.50,26.00,UP,141.50,84.00,57.50,positive,1.91,-108.83,139.57,108.83,BEARISH,-25.00,47.25,16.25,-4.00
2025-07-17,Thursday,23257.75,43.00,UP,75.50,63.00,12.50,positive,4.43,2145.37,1938.38,131.46,BEARISH,19.50,23.50,-21.50,19.50
2025-07-21,Monday,23344.75,1.00,RANGE,99.50,22.25,77.25,positive,3.74,175.08,381.95,31.79,BEARISH,7.25,-32.00,-38.00,69.25
2025-07-22,Tuesday,23221.25,40.00,UP,113.50,62.50,51.00,positive,1.85,-318.93,260.27,153.44,BULLISH,70.50,-11.25,28.25,-18.00
2025-07-23,Wednesday,23324.50,49.25,UP,95.50,98.25,-2.75,positive,4.21,-48.78,364.90,255.63,BULLISH,-1.25,-26.50,17.25,-17.25
2025-07-24,Thursday,23376.75,-16.25,DOWN,95.00,65.00,30.00,positive,4.48,88.39,419.31,201.16,BULLISH,14.75,1.25,-33.00,-15.00
2025-07-28,Monday,23491.75,103.75,UP,110.50,121.75,-11.25,positive,4.90,2279.11,252.95,77.85,BULLISH,24.00,18.50,34.75,12.75
2025-07-29,Tuesday,23457.00,29.75,UP,72.75,65.00,7.75,positive,3.59,-67.20,98.17,108.54,BULLISH,23.00,28.75,-20.50,4.25
2025-07-30,Wednesday,23484.00,263.25,UP,159.00,361.00,-202.00,strong_positive,5.42,-77.72,335.64,284.40,BULLISH,20.00,74.75,-0.50,-52.75
2025-07-31,Thursday,23354.25,-266.25,DOWN,316.00,-6.75,322.75,neutral,-0.42,2272.41,205.56,207.81,BEARISH,-11.00,-4.75,-178.25,-25.75
2025-08-04,Monday,23296.75,51.00,UP,91.75,107.50,-15.75,positive,2.55,2241.49,580.30,245.75,BEARISH,-19.25,28.75,-32.25,15.75
2025-08-05,Tuesday,23133.50,35.25,UP,181.50,93.50,88.00,negative,-3.12,2290.42,423.22,278.74,BULLISH,-38.75,132.50,-18.25,1.50
2025-08-06,Wednesday,23424.75,176.75,UP,254.50,214.25,40.25,positive,3.56,2245.12,933.06,108.17,BULLISH,33.50,31.25,73.50,45.50
2025-08-07,Thursday,23501.00,40.50,UP,80.00,82.00,-2.00,positive,4.08,2249.62,382.83,442.82,BULLISH,21.00,-31.50,43.50,-12.75
2025-08-11,Monday,23638.50,94.25,UP,226.25,183.75,42.50,positive,3.34,2220.03,321.67,297.36,BULLISH,1.25,-6.50,11.25,91.50
2025-08-12,Tuesday,23934.50,110.00,UP,124.50,111.75,12.75,strong_positive,5.62,2279.33,1454.02,205.67,BEARISH,15.25,-14.50,48.50,50.00
2025-08-13,Wednesday,23943.00,-84.75,DOWN,173.50,23.75,149.75,positive,4.71,2111.92,1246.18,429.48,BEARISH,21.50,-40.25,15.00,-65.50
2025-08-14,Thursday,23922.00,-13.00,DOWN,92.00,41.00,51.00,positive,3.89,2345.82,1447.30,5.69,BULLISH,-0.25,52.00,-57.75,25.75
2025-08-18,Monday,23797.00,-34.75,DOWN,107.25,41.00,66.25,positive,2.01,-159.49,500.24,118.25,BULLISH,4.00,-69.25,51.25,-24.25
2025-08-19,Tuesday,23470.25,-44.25,DOWN,151.25,15.25,136.00,negative,-3.48,2030.59,175.24,443.21,BEARISH,-39.00,-57.75,49.25,11.25
2025-08-20,Wednesday,23324.75,-64.50,DOWN,161.00,44.50,116.50,negative,-3.82,1899.86,242.02,582.36,BULLISH,-4.50,22.25,-42.25,-37.75
2025-08-21,Thursday,23217.50,47.50,UP,204.00,63.25,140.75,negative,-2.68,2195.15,134.13,690.27,BULLISH,23.00,-58.25,62.75,11.25
2025-08-25,Monday,23495.50,-25.00,DOWN,148.75,24.75,124.00,neutral,0.04,,218.99,192.98,BEARISH,-9.25,-19.50,-17.25,11.25
2025-08-26,Tuesday,23587.00,-45.75,DOWN,93.00,42.00,51.00,positive,2.49,-218.51,316.90,300.89,BULLISH,10.00,-13.50,-14.00,-46.00
2025-08-27,Wednesday,23620.25,20.25,UP,174.50,41.75,132.75,neutral,-0.01,2212.64,350.22,267.57,BEARISH,-33.75,34.75,74.00,24.25
2025-08-28,Thursday,23766.75,-114.25,DOWN,149.50,-4.75,154.25,positive,3.85,2352.05,1331.56,118.87,BEARISH,-13.25,-23.75,-92.00,20.00
2025-09-01,Monday,23502.25,-402.00,DOWN,449.25,7.25,442.00,,,,,,BEARISH,-57.75,-33.00,-102.00,-210.50
2025-09-02,Tuesday,23276.75,146.75,UP,160.25,181.75,-21.50,negative,-2.61,2208.42,233.26,589.72,BULLISH,-48.00,-16.75,103.00,4.75
2025-09-03,Wednesday,23452.25,27.50,UP,103.75,82.75,21.00,neutral,-0.79,2271.40,410.80,412.11,BULLISH,-18.25,31.50,29.00,-18.00
2025-09-04,Thursday,23666.50,208.00,UP,206.00,231.25,-25.25,positive,2.96,-194.52,628.27,194.52,BULLISH,6.75,54.75,25.50,87.25
2025-09-08,Monday,23803.75,31.50,UP,94.50,81.50,13.00,positive,3.42,2225.60,1403.23,250.55,BULLISH,9.00,27.00,9.00,-7.75
2025-09-09,Tuesday,23867.75,130.75,UP,170.25,176.50,-6.25,positive,3.93,2288.09,839.79,188.24,BULLISH,-12.75,34.25,-23.75,102.50
2025-09-10,Wednesday,23874.25,102.50,UP,140.00,103.75,36.25,positive,3.68,2296.04,1473.67,180.12,BEARISH,47.25,-14.50,37.00,53.75
2025-09-11,Thursday,24011.50,28.75,UP,82.50,40.00,42.50,positive,4.85,2227.97,1620.49,32.59,BEARISH,-8.00,14.50,-32.25,38.00
2025-09-15,Monday,24553.25,35.50,UP,123.25,94.00,29.25,strong_positive,6.25,2363.04,1948.09,135.74,BULLISH,12.50,48.25,44.50,-51.50
2025-09-16,Tuesday,24524.25,-2.75,RANGE,96.75,28.75,68.00,strong_positive,5.13,2349.17,2143.77,-80.64,BEARISH,16.75,-25.00,-5.50,7.75
2025-09-17,Wednesday,24475.25,204.25,UP,267.50,287.50,-20.00,strong_positive,5.55,2081.05,246.47,209.89,BULLISH,85.00,30.75,113.00,-49.25
2025-09-18,Thursday,24698.25,70.25,UP,129.75,86.50,43.25,strong_positive,7.14,2337.46,387.63,193.17,BEARISH,22.25,-33.00,-1.25,62.25
2025-09-22,Monday,24998.75,1.75,RANGE,53.00,27.25,25.75,positive,4.95,2178.96,219.00,113.06,BULLISH,2.25,-1.50,5.50,-2.50
2025-09-23,Tuesday,24831.50,53.50,UP,103.00,82.00,21.00,positive,1.83,2425.23,133.04,74.51,BEARISH,1.75,19.50,35.50,-11.00
2025-09-24,Wednesday,24739.50,-162.75,DOWN,253.00,54.00,199.00,positive,1.41,2368.97,44.76,162.76,BULLISH,9.75,-2.75,-24.25,-151.75
2025-09-25,Thursday,24632.25,21.50,UP,178.25,115.25,63.00,negative,-1.35,2439.83,148.29,266.69,BULLISH,-25.75,-1.25,-30.50,68.00
2025-09-29,Monday,24837.25,-16.25,DOWN,102.00,19.50,82.50,positive,2.96,2445.04,361.72,53.12,BEARISH,6.25,13.75,-35.50,20.50
2025-09-30,Tuesday,24898.25,-135.00,DOWN,243.50,-21.50,265.00,positive,1.73,-191.61,1881.93,-15.75,BEARISH,-12.75,-69.50,-41.75,43.75
2025-10-01,Wednesday,25011.75,153.25,UP,178.25,168.25,10.00,positive,4.03,2421.15,380.12,283.36,BULLISH,13.00,47.25,43.75,51.25
2025-10-02,Thursday,25109.50,23.50,UP,123.50,87.00,36.50,positive,4.19,2351.21,485.77,177.49,BULLISH,21.75,46.50,11.50,-50.25
2025-10-06,Monday,25184.25,53.00,UP,152.50,90.75,61.75,positive,3.05,2403.68,2187.38,91.59,BEARISH,-42.50,30.75,1.00,64.25
2025-10-07,Tuesday,25045.25,34.75,UP,85.25,66.25,19.00,neutral,0.38,2472.69,267.56,229.65,BULLISH,-26.00,25.00,27.25,-6.75
2025-10-08,Wednesday,25330.00,-1.50,RANGE,99.75,64.00,35.75,positive,4.29,60.20,598.74,146.93,BEARISH,27.25,-23.75,-55.50,28.00
2025-10-09,Thursday,25294.50,18.75,UP,104.25,60.75,43.50,positive,2.89,2313.97,855.06,180.51,BULLISH,47.25,-1.50,2.50,-23.25
2025-10-13,Monday,24920.50,-282.75,DOWN,541.75,123.75,418.00,neutral,-0.73,2369.79,84.00,743.88,BULLISH,-1.50,-204.75,-15.00,-54.50
2025-10-14,Tuesday,24757.25,244.50,UP,285.00,268.25,16.75,negative,-2.86,,337.87,76.01,BEARISH,19.25,113.00,44.50,73.25
2025-10-15,Wednesday,24924.50,121.00,UP,224.75,175.00,49.75,neutral,0.47,2376.45,422.05,116.01,BEARISH,6.25,10.75,64.75,25.50
2025-10-16,Thursday,24830.75,-94.75,DOWN,448.50,27.75,420.75,negative,-2.90,2492.62,414.33,206.43,BEARISH,-35.50,-98.75,-169.25,244.25
2025-10-20,Monday,25300.25,0.75,RANGE,115.00,67.75,47.25,positive,3.19,2345.39,474.35,146.30,BEARISH,-3.50,-26.50,-30.00,33.50
2025-10-21,Tuesday,25291.25,-26.25,DOWN,131.75,47.00,84.75,positive,1.19,-560.04,474.01,146.42,BULLISH,-38.00,61.00,-41.75,-1.75
2025-10-22,Wednesday,25040.50,-24.50,DOWN,191.00,87.50,103.50,negative,-2.18,,222.19,605.09,BULLISH,-15.25,95.00,-7.00,-67.75
2025-10-23,Thursday,25253.00,213.75,UP,247.25,270.25,-23.00,positive,3.39,2384.45,440.83,179.48,BULLISH,14.00,48.00,7.00,114.75
2025-10-27,Monday,25961.00,90.75,UP,120.50,102.50,18.00,strong_positive,5.85,2409.67,1573.90,79.47,BEARISH,-7.50,-33.00,6.50,83.00
2025-10-28,Tuesday,26160.00,105.75,UP,145.25,149.75,-4.50,strong_positive,6.19,1374.11,1778.27,287.98,BULLISH,3.75,76.50,8.50,-3.00
2025-10-29,Wednesday,26281.25,-156.50,DOWN,319.50,117.75,201.75,positive,4.82,813.33,1857.09,439.19,BULLISH,80.25,45.00,-10.75,-146.75
2025-10-30,Thursday,25872.00,326.75,UP,146.75,402.00,-255.25,positive,4.04,-634.80,1243.64,634.80,BULLISH,19.75,-6.00,33.00,-0.50
2025-11-03,Monday,26110.25,-369.50,DOWN,459.50,-5.75,465.25,positive,1.49,2571.67,83.88,742.36,BEARISH,-90.75,-239.00,-100.50,65.75
2025-11-04,Tuesday,25578.00,-36.25,DOWN,314.00,18.00,296.00,negative,-2.33,2456.23,794.94,1270.32,BULLISH,-134.75,119.75,-10.25,24.00
2025-11-05,Wednesday,25741.00,-67.50,DOWN,205.00,81.25,123.75,neutral,-0.66,2405.10,339.97,1105.61,BEARISH,-39.25,-14.00,45.00,-54.75
2025-11-06,Thursday,25258.25,-148.25,DOWN,293.00,96.50,196.50,negative,-3.92,1938.68,71.56,1167.13,BEARISH,7.25,1.50,-66.25,-149.75
2025-11-10,Monday,25713.00,-108.25,DOWN,197.00,55.75,141.25,positive,2.07,2203.98,1369.71,1105.88,BEARISH,16.75,-57.00,-82.50,2.50
2025-11-11,Tuesday,25647.00,130.75,UP,200.50,183.00,17.50,neutral,0.80,2334.97,1303.46,99.39,BULLISH,16.50,85.50,47.50,-40.50
2025-11-12,Wednesday,25625.25,-147.50,DOWN,286.50,96.25,190.25,neutral,-0.67,,249.94,162.66,BULLISH,-59.75,147.00,-143.50,-90.00
2025-11-13,Thursday,25100.00,-376.75,DOWN,502.75,59.75,443.00,negative,-3.99,2418.33,140.18,1303.77,BULLISH,10.50,-36.50,-126.50,-215.50
2025-11-17,Monday,24888.25,-171.25,DOWN,355.75,71.25,284.50,negative,-3.93,,148.35,1500.98,BEARISH,-54.00,-192.25,178.25,-119.75
2025-11-18,Tuesday,24585.00,25.75,UP,288.25,148.25,140.00,strong_negative,-5.02,,4.80,2078.27,BEARISH,6.00,-4.00,125.50,-65.75
2025-11-19,Wednesday,24725.00,485.75,UP,309.50,539.75,-230.25,neutral,-0.43,,-261.62,678.06,BULLISH,161.75,48.50,-117.50,149.25
2025-11-20,Thursday,24138.25,64.75,UP,387.50,153.75,233.75,strong_negative,-5.94,,230.27,2242.96,BULLISH,72.50,-9.25,-139.00,168.50
2025-11-24,Monday,24935.25,-78.50,DOWN,164.50,51.25,113.25,neutral,-0.44,,633.86,601.81,BEARISH,-8.00,-56.25,-44.50,-0.75
2025-11-25,Tuesday,25080.00,142.00,UP,174.50,155.75,18.75,neutral,0.48,-1278.89,780.40,867.03,BULLISH,49.00,91.25,-62.50,72.25
2025-11-26,Wednesday,25296.50,5.00,RANGE,49.00,42.75,6.25,positive,2.85,2455.02,1004.94,230.23,BEARISH,17.25,-28.00,-0.25,-2.75
2025-11-27,Thursday,25301.75,57.25,UP,97.25,97.25,0.00,,,,,,BULLISH,39.75,8.50,,-9.50
2025-12-01,Monday,25402.25,90.00,UP,198.00,120.50,77.50,positive,1.51,2227.91,1116.53,529.96,BEARISH,-3.50,-38.50,72.00,50.75
2025-12-02,Tuesday,25600.50,-105.50,DOWN,256.75,77.75,179.00,positive,3.78,2352.94,1324.29,321.56,BULLISH,15.50,30.00,-19.25,-142.75
2025-12-03,Wednesday,25657.50,54.25,UP,129.25,75.00,54.25,positive,2.88,2406.69,1377.89,268.19,BEARISH,-17.50,21.75,29.00,26.75
2025-12-04,Thursday,25628.00,52.25,UP,176.00,127.75,48.25,positive,2.37,-293.77,1352.05,293.77,BULLISH,24.25,59.00,6.50,-37.25
2025-12-08,Monday,25668.75,-50.75,DOWN,141.00,60.75,80.25,positive,2.89,2234.59,1402.97,242.17,BULLISH,6.25,-36.75,-26.75,-37.50
2025-12-09,Tuesday,25703.00,-55.75,DOWN,129.75,42.75,87.00,positive,1.82,-405.98,1444.26,200.40,BULLISH,-28.75,53.25,6.00,-61.75
2025-12-10,Wednesday,25800.00,-157.25,DOWN,413.00,-4.00,417.00,positive,1.96,2581.38,1544.56,99.88,BEARISH,-85.50,-173.25,93.25,38.75
2025-12-11,Thursday,25714.75,-155.25,DOWN,200.75,18.50,182.25,positive,1.17,-593.75,1461.60,182.68,BEARISH,-54.25,32.00,-91.25,-27.25
2025-12-15,Monday,25335.00,-103.00,DOWN,313.25,51.50,261.75,negative,-3.09,,437.08,1222.79,BEARISH,-93.25,-119.50,48.75,50.00
2025-12-16,Tuesday,25372.25,49.75,UP,244.00,136.25,107.75,negative,-2.96,,908.74,1164.44,BULLISH,-26.75,89.00,69.25,-40.75
2025-12-17,Wednesday,24892.25,387.25,UP,383.75,392.75,-9.00,strong_negative,-5.61,2306.77,17.46,2055.44,BULLISH,3.50,-4.75,112.50,182.75
2025-12-18,Thursday,25251.75,110.25,UP,183.75,141.75,42.00,negative,-1.69,,790.37,494.89,BEARISH,3.25,54.25,84.75,-21.25
2025-12-22,Monday,25688.25,-43.50,DOWN,130.50,50.50,80.00,positive,2.53,2452.73,1207.97,244.25,BEARISH,21.00,-54.75,51.25,-73.75
