date,quarter,kind,dir,entry,dist_lvl,level,stop,target,outcome,pnl,R,risk,mfe,mae
2025-06-26,2025Q2,R1,-1,22616.0,16.0,22600.0,22625.75,22601.38,stop,-11.25,-1.154,9.75,0.25,10.75
2025-06-27,2025Q2,R0,1,22632.5,67.5,22700.0,22596.0,22687.25,target,54.75,1.5,36.5,54.75,0.0
2025-06-27,2025Q2,R1,1,22783.5,16.5,22800.0,22774.0,22797.75,target,14.25,1.5,9.5,15.0,5.5
2025-07-01,2025Q3,R1,-1,22717.25,17.2,22700.0,22731.0,22696.62,stop,-15.25,-1.109,13.75,9.75,17.0
2025-07-02,2025Q3,R1,-1,22814.5,14.5,22800.0,22827.0,22795.75,stop,-14.0,-1.12,12.5,4.5,12.5
2025-07-03,2025Q3,R0,-1,23060.0,60.0,23000.0,23070.0,23045.0,target,15.0,1.5,10.0,15.0,7.75
2025-07-08,2025Q3,R0,1,22887.25,12.8,22900.0,22866.25,22918.75,eod,-10.75,-0.512,21.0,5.5,15.25
2025-07-09,2025Q3,R0,1,22954.5,45.5,23000.0,22915.75,23012.62,timeout,13.25,0.342,38.75,35.5,17.5
2025-07-09,2025Q3,R0,-1,23012.75,12.8,23000.0,23030.5,22986.12,stop,-19.25,-1.085,17.75,4.75,17.75
2025-07-10,2025Q3,R0,-1,23019.25,19.2,23000.0,23025.75,23009.5,target,9.75,1.5,6.5,9.75,6.25
2025-07-11,2025Q3,R1,1,22996.0,4.0,23000.0,22956.0,23056.0,timeout,-6.0,-0.15,40.0,22.75,8.75
2025-07-11,2025Q3,R1,-1,23008.0,8.0,23000.0,23025.5,22981.75,target,26.25,1.5,17.5,26.25,8.5
